# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-23 17:24:01 EST       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11224000 MF SAN JOAQUIN R NR MAMMOTH LAKES CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11224000
#            TS   parameter     statistic     Description
#          9329       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	9329_00060_00003	9329_00060_00003_cd
USGS	11224000	2011-08-31	91.4	A
USGS	11224000	2011-09-01	81.2	A
USGS	11224000	2011-09-02	73.7	A
USGS	11224000	2011-09-03	73.6	A
USGS	11224000	2011-09-04	71.5	A
USGS	11224000	2011-09-05	70.6	A
USGS	11224000	2011-09-06	63.0	A
USGS	11224000	2011-09-07	59.1	A
USGS	11224000	2011-09-08	60.4	A
USGS	11224000	2011-09-09	62.7	A
USGS	11224000	2011-09-10	70.3	A
USGS	11224000	2011-09-11	66.6	A
USGS	11224000	2011-09-12	71.0	A
USGS	11224000	2011-09-13	82.2	A
USGS	11224000	2011-09-14	74.1	A
USGS	11224000	2011-09-15	73.2	A
USGS	11224000	2011-09-16	66.9	A
USGS	11224000	2011-09-17	60.1	A
USGS	11224000	2011-09-18	52.6	A
USGS	11224000	2011-09-19	49.6	A
USGS	11224000	2011-09-20	52.5	A
USGS	11224000	2011-09-21	49.7	A
USGS	11224000	2011-09-22	46.7	A
USGS	11224000	2011-09-23	43.1	A
USGS	11224000	2011-09-24	42.7	A
USGS	11224000	2011-09-25	41.2	A
USGS	11224000	2011-09-26	40.4	A
USGS	11224000	2011-09-27	39.2	A
USGS	11224000	2011-09-28	38.5	A
USGS	11224000	2011-09-29	37.6	A
USGS	11224000	2011-09-30	37.5	A
USGS	11224000	2011-10-01	36.5	A
USGS	11224000	2011-10-02	37.5	A
USGS	11224000	2011-10-03	40.2	A
USGS	11224000	2011-10-04	38.4	A
USGS	11224000	2011-10-05	50.6	A
USGS	11224000	2011-10-06	50.5	A
USGS	11224000	2011-10-07	48.8	A
USGS	11224000	2011-10-08	48.2	A
USGS	11224000	2011-10-09	51.0	A
USGS	11224000	2011-10-10	50.4	A
USGS	11224000	2011-10-11	59.0	A
USGS	11224000	2011-10-12	59.3	A
USGS	11224000	2011-10-13	60.9	A
USGS	11224000	2011-10-14	57.8	A
USGS	11224000	2011-10-15	49.0	A
USGS	11224000	2011-10-16	45.6	A
USGS	11224000	2011-10-17	40.9	A
USGS	11224000	2011-10-18	36.7	A
USGS	11224000	2011-10-19	34.4	A
USGS	11224000	2011-10-20	31.7	A
USGS	11224000	2011-10-21	33.4	A
USGS	11224000	2011-10-22	29.6	A
USGS	11224000	2011-10-23	26.4	A
USGS	11224000	2011-10-24	25.2	A
USGS	11224000	2011-10-25	25.5	A
USGS	11224000	2011-10-26	24.5	A
USGS	11224000	2011-10-27	23.3	A
USGS	11224000	2011-10-28	22.6	A
USGS	11224000	2011-10-29	21.9	A
USGS	11224000	2011-10-30	21.3	A
USGS	11224000	2011-10-31	20.6	A
USGS	11224000	2011-11-01	20.3	A
USGS	11224000	2011-11-02	19.3	A
USGS	11224000	2011-11-03	19.2	A
USGS	11224000	2011-11-04	18.7	A:e
USGS	11224000	2011-11-05	20.3	A:e
USGS	11224000	2011-11-06	20.3	A:e
USGS	11224000	2011-11-07	20.1	A:e
USGS	11224000	2011-11-08	19.8	A:e
USGS	11224000	2011-11-09	19.7	A:e
USGS	11224000	2011-11-10	18.8	A:e
USGS	11224000	2011-11-11	18.8	A:e
USGS	11224000	2011-11-12	20.1	A:e
USGS	11224000	2011-11-13	20.5	A:e
USGS	11224000	2011-11-14	20.4	A:e
USGS	11224000	2011-11-15	19.8	A:e
USGS	11224000	2011-11-16	19.2	A:e
USGS	11224000	2011-11-17	18.2	A:e
USGS	11224000	2011-11-18	17.4	A:e
USGS	11224000	2011-11-19	16.9	A:e
USGS	11224000	2011-11-20	16.7	A:e
USGS	11224000	2011-11-21	16.6	A:e
USGS	11224000	2011-11-22	16.5	A:e
USGS	11224000	2011-11-23	16.4	A:e
USGS	11224000	2011-11-24	16.4	A:e
USGS	11224000	2011-11-25	16.4	A:e
USGS	11224000	2011-11-26	16.4	A:e
USGS	11224000	2011-11-27	16.3	A:e
USGS	11224000	2011-11-28	16.1	A:e
USGS	11224000	2011-11-29	15.7	A:e
USGS	11224000	2011-11-30	15.4	A:e
USGS	11224000	2011-12-01	14.6	A
USGS	11224000	2011-12-02	18.3	A:e
USGS	11224000	2011-12-03	17.4	A:e
USGS	11224000	2011-12-04	17.5	A:e
USGS	11224000	2011-12-05	17.7	A:e
USGS	11224000	2011-12-06	17.9	A:e
USGS	11224000	2011-12-07	17.4	A:e
USGS	11224000	2011-12-08	17.2	A:e
USGS	11224000	2011-12-09	16.3	A:e
USGS	11224000	2011-12-10	16.2	A:e
USGS	11224000	2011-12-11	16.2	A:e
USGS	11224000	2011-12-12	15.7	A:e
USGS	11224000	2011-12-13	14.9	A:e
USGS	11224000	2011-12-14	15.0	A:e
USGS	11224000	2011-12-15	15.3	A:e
USGS	11224000	2011-12-16	15.0	A:e
USGS	11224000	2011-12-17	14.9	A:e
USGS	11224000	2011-12-18	15.0	A:e
USGS	11224000	2011-12-19	14.7	A:e
USGS	11224000	2011-12-20	14.3	A:e
USGS	11224000	2011-12-21	14.5	A
USGS	11224000	2011-12-22	13.7	A:e
USGS	11224000	2011-12-23	13.9	A
USGS	11224000	2011-12-24	13.7	A
USGS	11224000	2011-12-25	14.2	A
USGS	11224000	2011-12-26	14.0	A:e
USGS	11224000	2011-12-27	14.4	A:e
USGS	11224000	2011-12-28	15.1	A
USGS	11224000	2011-12-29	14.7	A
USGS	11224000	2011-12-30	13.9	A:e
USGS	11224000	2011-12-31	13.2	A:e
USGS	11224000	2012-01-01	13.1	A:e
USGS	11224000	2012-01-02	13.1	A:e
USGS	11224000	2012-01-03	13.5	A:e
USGS	11224000	2012-01-04	13.6	A:e
USGS	11224000	2012-01-05	13.5	A:e
USGS	11224000	2012-01-06	13.1	A:e
USGS	11224000	2012-01-07	12.7	A:e
USGS	11224000	2012-01-08	13.3	A:e
USGS	11224000	2012-01-09	13.0	A:e
USGS	11224000	2012-01-10	13.1	A:e
USGS	11224000	2012-01-11	12.3	A:e
USGS	11224000	2012-01-12	11.7	A:e
USGS	11224000	2012-01-13	11.7	A:e
USGS	11224000	2012-01-14	11.4	A:e
USGS	11224000	2012-01-15	11.1	A:e
USGS	11224000	2012-01-16	11.4	A:e
USGS	11224000	2012-01-17	11.0	A:e
USGS	11224000	2012-01-18	10.7	A:e
USGS	11224000	2012-01-19	11.6	A:e
USGS	11224000	2012-01-20	14.3	A
USGS	11224000	2012-01-21	22.3	A
USGS	11224000	2012-01-22	18.2	A:e
USGS	11224000	2012-01-23	16.9	A:e
USGS	11224000	2012-01-24	18.2	A:e
USGS	11224000	2012-01-25	18.6	A:e
USGS	11224000	2012-01-26	20.3	A:e
USGS	11224000	2012-01-27	22.9	A:e
USGS	11224000	2012-01-28	27.1	A:e
USGS	11224000	2012-01-29	29.2	A:e
USGS	11224000	2012-01-30	29.0	A
USGS	11224000	2012-01-31	26.8	A
USGS	11224000	2012-02-01	24.7	A
USGS	11224000	2012-02-02	23.7	A:e
USGS	11224000	2012-02-03	22.8	A:e
USGS	11224000	2012-02-04	21.7	A:e
USGS	11224000	2012-02-05	20.8	A:e
USGS	11224000	2012-02-06	22.1	A:e
USGS	11224000	2012-02-07	21.0	A:e
USGS	11224000	2012-02-08	20.1	A:e
USGS	11224000	2012-02-09	19.6	A:e
USGS	11224000	2012-02-10	19.5	A:e
USGS	11224000	2012-02-11	19.3	A:e
USGS	11224000	2012-02-12	19.1	A:e
USGS	11224000	2012-02-13	18.8	A:e
USGS	11224000	2012-02-14	18.7	A:e
USGS	11224000	2012-02-15	18.6	A:e
USGS	11224000	2012-02-16	18.5	A:e
USGS	11224000	2012-02-17	18.5	A:e
USGS	11224000	2012-02-18	18.9	A:e
USGS	11224000	2012-02-19	18.7	A
USGS	11224000	2012-02-20	18.3	A
USGS	11224000	2012-02-21	17.7	A:e
USGS	11224000	2012-02-22	17.5	A:e
USGS	11224000	2012-02-23	19.3	A
USGS	11224000	2012-02-24	20.1	A:e
USGS	11224000	2012-02-25	20.5	A:e
USGS	11224000	2012-02-26	21.0	A:e
USGS	11224000	2012-02-27	20.8	A:e
USGS	11224000	2012-02-28	20.0	A:e
USGS	11224000	2012-02-29	19.7	A:e
USGS	11224000	2012-03-01	20.5	A:e
USGS	11224000	2012-03-02	20.8	A:e
USGS	11224000	2012-03-03	22.5	A:e
USGS	11224000	2012-03-04	24.5	A:e
USGS	11224000	2012-03-05	26.2	A:e
USGS	11224000	2012-03-06	26.3	A:e
USGS	11224000	2012-03-07	25.1	A:e
USGS	11224000	2012-03-08	24.4	A:e
USGS	11224000	2012-03-09	26.7	A:e
USGS	11224000	2012-03-10	28.2	A:e
USGS	11224000	2012-03-11	28.8	A:e
USGS	11224000	2012-03-12	28.1	A
USGS	11224000	2012-03-13	28.1	A
USGS	11224000	2012-03-14	25.7	A
USGS	11224000	2012-03-15	27.8	A
USGS	11224000	2012-03-16	29.8	A
USGS	11224000	2012-03-17	28.0	A:e
USGS	11224000	2012-03-18	32.9	A:e
USGS	11224000	2012-03-19	35.5	A:e
USGS	11224000	2012-03-20	38.7	A:e
USGS	11224000	2012-03-21	59.3	A:e
USGS	11224000	2012-03-22	58.3	A
USGS	11224000	2012-03-23	46.3	A
USGS	11224000	2012-03-24	48.1	A
USGS	11224000	2012-03-25	42.0	A
USGS	11224000	2012-03-26	40.2	A
USGS	11224000	2012-03-27	34.9	A
USGS	11224000	2012-03-28	35.1	A
USGS	11224000	2012-03-29	35.7	A
USGS	11224000	2012-03-30	46.7	A
USGS	11224000	2012-03-31	67.7	A
USGS	11224000	2012-04-01	63.2	A
USGS	11224000	2012-04-02	56.7	A
USGS	11224000	2012-04-03	55.7	A
USGS	11224000	2012-04-04	65.9	A
USGS	11224000	2012-04-05	59.2	A
USGS	11224000	2012-04-06	55.5	A
USGS	11224000	2012-04-07	51.4	A
USGS	11224000	2012-04-08	53.5	A
USGS	11224000	2012-04-09	60.6	A
USGS	11224000	2012-04-10	66.3	A
USGS	11224000	2012-04-11	61.4	A
USGS	11224000	2012-04-12	53.8	A
USGS	11224000	2012-04-13	58.9	A
USGS	11224000	2012-04-14	60.3	A
USGS	11224000	2012-04-15	55.4	A
USGS	11224000	2012-04-16	62.0	A
USGS	11224000	2012-04-17	85.1	A
USGS	11224000	2012-04-18	114	A
USGS	11224000	2012-04-19	148	A
USGS	11224000	2012-04-20	223	A
USGS	11224000	2012-04-21	287	A
USGS	11224000	2012-04-22	348	A
USGS	11224000	2012-04-23	402	A
USGS	11224000	2012-04-24	423	A
USGS	11224000	2012-04-25	393	A
USGS	11224000	2012-04-26	462	A
USGS	11224000	2012-04-27	336	A
USGS	11224000	2012-04-28	291	A
USGS	11224000	2012-04-29	304	A
USGS	11224000	2012-04-30	324	A
USGS	11224000	2012-05-01	369	A
USGS	11224000	2012-05-02	371	A
USGS	11224000	2012-05-03	352	A
USGS	11224000	2012-05-04	297	A
USGS	11224000	2012-05-05	254	A
USGS	11224000	2012-05-06	229	A
USGS	11224000	2012-05-07	219	A
USGS	11224000	2012-05-08	221	A
USGS	11224000	2012-05-09	267	A
USGS	11224000	2012-05-10	326	A
USGS	11224000	2012-05-11	348	A
USGS	11224000	2012-05-12	347	A
USGS	11224000	2012-05-13	361	A
USGS	11224000	2012-05-14	386	A
USGS	11224000	2012-05-15	346	A
USGS	11224000	2012-05-16	337	A
USGS	11224000	2012-05-17	355	A
USGS	11224000	2012-05-18	296	A
USGS	11224000	2012-05-19	271	A
USGS	11224000	2012-05-20	305	A
USGS	11224000	2012-05-21	325	A
USGS	11224000	2012-05-22	326	A
USGS	11224000	2012-05-23	313	A
USGS	11224000	2012-05-24	265	A
USGS	11224000	2012-05-25	216	A
USGS	11224000	2012-05-26	157	A
USGS	11224000	2012-05-27	122	A
USGS	11224000	2012-05-28	108	A
USGS	11224000	2012-05-29	109	A
USGS	11224000	2012-05-30	138	A
USGS	11224000	2012-05-31	166	A
USGS	11224000	2012-06-01	200	A
USGS	11224000	2012-06-02	217	A
USGS	11224000	2012-06-03	211	A
USGS	11224000	2012-06-04	218	A
USGS	11224000	2012-06-05	188	A
USGS	11224000	2012-06-06	139	A
USGS	11224000	2012-06-07	121	A
USGS	11224000	2012-06-08	124	A
USGS	11224000	2012-06-09	126	A
USGS	11224000	2012-06-10	114	A
USGS	11224000	2012-06-11	105	A
USGS	11224000	2012-06-12	103	A
USGS	11224000	2012-06-13	102	A
USGS	11224000	2012-06-14	105	A
USGS	11224000	2012-06-15	112	A
USGS	11224000	2012-06-16	107	A
USGS	11224000	2012-06-17	108	A
USGS	11224000	2012-06-18	107	A
USGS	11224000	2012-06-19	101	A
USGS	11224000	2012-06-20	94.0	A
USGS	11224000	2012-06-21	90.2	A
USGS	11224000	2012-06-22	90.3	A
USGS	11224000	2012-06-23	75.0	A
USGS	11224000	2012-06-24	61.4	A
USGS	11224000	2012-06-25	54.3	A
USGS	11224000	2012-06-26	50.8	A
USGS	11224000	2012-06-27	48.3	A
USGS	11224000	2012-06-28	48.3	A
USGS	11224000	2012-06-29	49.2	A
USGS	11224000	2012-06-30	50.2	A
USGS	11224000	2012-07-01	56.3	A
USGS	11224000	2012-07-02	60.1	A
USGS	11224000	2012-07-03	65.5	A
USGS	11224000	2012-07-04	64.8	A
USGS	11224000	2012-07-05	61.0	A
USGS	11224000	2012-07-06	60.7	A
USGS	11224000	2012-07-07	56.1	A
USGS	11224000	2012-07-08	60.5	A
USGS	11224000	2012-07-09	61.7	A
USGS	11224000	2012-07-10	65.0	A
USGS	11224000	2012-07-11	68.9	A
USGS	11224000	2012-07-12	68.4	A
USGS	11224000	2012-07-13	66.5	A
USGS	11224000	2012-07-14	67.0	A
USGS	11224000	2012-07-15	56.2	A
USGS	11224000	2012-07-16	48.5	A
USGS	11224000	2012-07-17	45.1	A
USGS	11224000	2012-07-18	41.3	A
USGS	11224000	2012-07-19	38.7	A
USGS	11224000	2012-07-20	32.6	A
USGS	11224000	2012-07-21	32.2	A
USGS	11224000	2012-07-22	36.5	A
USGS	11224000	2012-07-23	40.9	A
USGS	11224000	2012-07-24	43.1	A
USGS	11224000	2012-07-25	40.2	A
USGS	11224000	2012-07-26	35.7	A
USGS	11224000	2012-07-27	33.3	A
USGS	11224000	2012-07-28	32.2	A
USGS	11224000	2012-07-29	30.6	A
USGS	11224000	2012-07-30	28.6	A
USGS	11224000	2012-07-31	28.2	A
USGS	11224000	2012-08-01	29.9	A
USGS	11224000	2012-08-02	31.2	A
USGS	11224000	2012-08-03	30.6	A
USGS	11224000	2012-08-04	29.8	A
USGS	11224000	2012-08-05	31.7	A
USGS	11224000	2012-08-06	32.7	A
USGS	11224000	2012-08-07	31.1	A
USGS	11224000	2012-08-08	31.0	A
USGS	11224000	2012-08-09	34.2	A
USGS	11224000	2012-08-10	35.8	A
USGS	11224000	2012-08-11	35.6	A
USGS	11224000	2012-08-12	41.8	A
USGS	11224000	2012-08-13	55.7	A
USGS	11224000	2012-08-14	55.0	A
USGS	11224000	2012-08-15	63.9	A
USGS	11224000	2012-08-16	52.2	A
USGS	11224000	2012-08-17	43.1	A
USGS	11224000	2012-08-18	38.0	A
USGS	11224000	2012-08-19	47.0	A
USGS	11224000	2012-08-20	44.2	A
USGS	11224000	2012-08-21	39.5	A
USGS	11224000	2012-08-22	37.8	A
USGS	11224000	2012-08-23	37.9	A
USGS	11224000	2012-08-24	33.8	A
USGS	11224000	2012-08-25	32.5	A
USGS	11224000	2012-08-26	30.6	A
USGS	11224000	2012-08-27	27.4	A
USGS	11224000	2012-08-28	24.5	A
USGS	11224000	2012-08-29	21.2	A
USGS	11224000	2012-08-30	19.8	A
USGS	11224000	2012-08-31	19.6	A
USGS	11224000	2012-09-01	19.5	A
USGS	11224000	2012-09-02	18.5	A:e
USGS	11224000	2012-09-03	17.6	A:e
USGS	11224000	2012-09-04	16.8	A:e
USGS	11224000	2012-09-05	15.7	A:e
USGS	11224000	2012-09-06	15.6	A:e
USGS	11224000	2012-09-07	15.7	A:e
USGS	11224000	2012-09-08	16.2	A:e
USGS	11224000	2012-09-09	19.0	A:e
USGS	11224000	2012-09-10	16.9	A:e
USGS	11224000	2012-09-11	14.9	A:e
USGS	11224000	2012-09-12	13.6	A:e
USGS	11224000	2012-09-13	13.1	A:e
USGS	11224000	2012-09-14	12.1	A:e
USGS	11224000	2012-09-15	11.6	A:e
USGS	11224000	2012-09-16	11.2	A:e
USGS	11224000	2012-09-17	10.7	A:e
USGS	11224000	2012-09-18	10.5	A:e
USGS	11224000	2012-09-19	10.3	A
USGS	11224000	2012-09-20	9.98	A
USGS	11224000	2012-09-21	9.73	A
USGS	11224000	2012-09-22	9.68	A
USGS	11224000	2012-09-23	9.63	A
USGS	11224000	2012-09-24	9.22	A
USGS	11224000	2012-09-25	9.06	A
USGS	11224000	2012-09-26	9.08	A
USGS	11224000	2012-09-27	8.81	A
USGS	11224000	2012-09-28	8.52	A
USGS	11224000	2012-09-29	8.31	A
USGS	11224000	2012-09-30	8.08	A
USGS	11224000	2012-10-01	7.85	A
USGS	11224000	2012-10-02	7.70	A
USGS	11224000	2012-10-03	7.57	A
USGS	11224000	2012-10-04	7.54	A
USGS	11224000	2012-10-05	7.55	A
USGS	11224000	2012-10-06	7.58	A
USGS	11224000	2012-10-07	7.31	A
USGS	11224000	2012-10-08	7.07	A
USGS	11224000	2012-10-09	6.90	A
USGS	11224000	2012-10-10	6.79	A
USGS	11224000	2012-10-11	7.48	A
USGS	11224000	2012-10-12	8.53	A
USGS	11224000	2012-10-13	8.37	A
USGS	11224000	2012-10-14	7.84	A
USGS	11224000	2012-10-15	7.34	A
USGS	11224000	2012-10-16	7.00	A
USGS	11224000	2012-10-17	6.54	A
USGS	11224000	2012-10-18	6.31	A
USGS	11224000	2012-10-19	6.22	A
USGS	11224000	2012-10-20	6.14	A
USGS	11224000	2012-10-21	6.13	A
USGS	11224000	2012-10-22	8.07	A
USGS	11224000	2012-10-23	9.98	A
USGS	11224000	2012-10-24	10.1	A
USGS	11224000	2012-10-25	10.8	A
USGS	11224000	2012-10-26	11.7	A
USGS	11224000	2012-10-27	12.1	A
USGS	11224000	2012-10-28	12.2	A
USGS	11224000	2012-10-29	11.8	A
USGS	11224000	2012-10-30	11.5	A
USGS	11224000	2012-10-31	11.2	A
USGS	11224000	2012-11-01	10.8	A
USGS	11224000	2012-11-02	10.2	A
USGS	11224000	2012-11-03	9.83	A
USGS	11224000	2012-11-04	9.46	A
USGS	11224000	2012-11-05	9.26	A
USGS	11224000	2012-11-06	9.32	A
USGS	11224000	2012-11-07	9.39	A
USGS	11224000	2012-11-08	9.72	A
USGS	11224000	2012-11-09	10.4	A
USGS	11224000	2012-11-10	12.5	A
USGS	11224000	2012-11-11	14.0	A
USGS	11224000	2012-11-12	15.2	A
USGS	11224000	2012-11-13	15.1	A
USGS	11224000	2012-11-14	15.7	A
USGS	11224000	2012-11-15	13.8	A
USGS	11224000	2012-11-16	13.7	A
USGS	11224000	2012-11-17	17.8	A
USGS	11224000	2012-11-18	24.4	A
USGS	11224000	2012-11-19	27.4	A
USGS	11224000	2012-11-20	27.2	A
USGS	11224000	2012-11-21	27.3	A
USGS	11224000	2012-11-22	24.4	A
USGS	11224000	2012-11-23	23.7	A
USGS	11224000	2012-11-24	24.3	A
USGS	11224000	2012-11-25	24.9	A
USGS	11224000	2012-11-26	24.1	A
USGS	11224000	2012-11-27	25.5	A
USGS	11224000	2012-11-28	22.0	A
USGS	11224000	2012-11-29	28.8	A
USGS	11224000	2012-11-30	29.2	A
USGS	11224000	2012-12-01	124	A
USGS	11224000	2012-12-02	121	A
USGS	11224000	2012-12-03	113	A
USGS	11224000	2012-12-04	73.8	A
USGS	11224000	2012-12-05	53.9	A
USGS	11224000	2012-12-06	48.7	A
USGS	11224000	2012-12-07	42.8	A
USGS	11224000	2012-12-08	42.9	A
USGS	11224000	2012-12-09	37.4	A
USGS	11224000	2012-12-10	34.1	A
USGS	11224000	2012-12-11	32.5	A:e
USGS	11224000	2012-12-12	30.7	A
USGS	11224000	2012-12-13	42.0	A
USGS	11224000	2012-12-14	38.4	A
USGS	11224000	2012-12-15	33.0	A
USGS	11224000	2012-12-16	31.2	A:e
USGS	11224000	2012-12-17	30.5	A:e
USGS	11224000	2012-12-18	31.0	A:e
USGS	11224000	2012-12-19	31.9	A:e
USGS	11224000	2012-12-20	32.4	A:e
USGS	11224000	2012-12-21	33.2	A:e
USGS	11224000	2012-12-22	33.8	A:e
USGS	11224000	2012-12-23	33.8	A:e
USGS	11224000	2012-12-24	34.1	A:e
USGS	11224000	2012-12-25	34.6	A:e
USGS	11224000	2012-12-26	34.6	A:e
USGS	11224000	2012-12-27	35.1	A:e
USGS	11224000	2012-12-28	34.8	A:e
USGS	11224000	2012-12-29	34.8	A:e
USGS	11224000	2012-12-30	34.7	A:e
USGS	11224000	2012-12-31	34.2	A:e
USGS	11224000	2013-01-01	33.5	A:e
USGS	11224000	2013-01-02	32.9	A:e
USGS	11224000	2013-01-03	32.3	A:e
USGS	11224000	2013-01-04	31.7	A:e
USGS	11224000	2013-01-05	31.4	A:e
USGS	11224000	2013-01-06	31.3	A
USGS	11224000	2013-01-07	30.4	A:e
USGS	11224000	2013-01-08	30.2	A:e
USGS	11224000	2013-01-09	30.2	A:e
USGS	11224000	2013-01-10	30.4	A:e
USGS	11224000	2013-01-11	30.4	A:e
USGS	11224000	2013-01-12	30.9	A:e
USGS	11224000	2013-01-13	30.6	A:e
USGS	11224000	2013-01-14	30.7	A:e
USGS	11224000	2013-01-15	32.5	A:e
USGS	11224000	2013-01-16	32.3	A:e
USGS	11224000	2013-01-17	32.0	A:e
USGS	11224000	2013-01-18	32.9	A:e
USGS	11224000	2013-01-19	32.9	A:e
USGS	11224000	2013-01-20	32.7	A
USGS	11224000	2013-01-21	32.4	A
USGS	11224000	2013-01-22	32.2	A:e
USGS	11224000	2013-01-23	31.7	A
USGS	11224000	2013-01-24	31.7	A:e
USGS	11224000	2013-01-25	31.4	A:e
USGS	11224000	2013-01-26	31.4	A:e
USGS	11224000	2013-01-27	31.5	A:e
USGS	11224000	2013-01-28	31.3	A:e
USGS	11224000	2013-01-29	31.3	A:e
USGS	11224000	2013-01-30	31.4	A:e
USGS	11224000	2013-01-31	31.1	A:e
USGS	11224000	2013-02-01	31.7	A:e
USGS	11224000	2013-02-02	31.9	A
USGS	11224000	2013-02-03	32.4	A:e
USGS	11224000	2013-02-04	31.8	A
USGS	11224000	2013-02-05	31.5	A
USGS	11224000	2013-02-06	31.1	A:e
USGS	11224000	2013-02-07	31.3	A:e
USGS	11224000	2013-02-08	31.4	A:e
USGS	11224000	2013-02-09	31.6	A:e
USGS	11224000	2013-02-10	31.3	A:e
USGS	11224000	2013-02-11	31.1	A
USGS	11224000	2013-02-12	31.0	A:e
USGS	11224000	2013-02-13	30.4	A:e
USGS	11224000	2013-02-14	29.8	A:e
USGS	11224000	2013-02-15	29.4	A:e
USGS	11224000	2013-02-16	29.6	A:e
USGS	11224000	2013-02-17	30.0	A:e
USGS	11224000	2013-02-18	30.5	A:e
USGS	11224000	2013-02-19	30.9	A:e
USGS	11224000	2013-02-20	30.8	A:e
USGS	11224000	2013-02-21	30.8	A:e
USGS	11224000	2013-02-22	31.0	A:e
USGS	11224000	2013-02-23	31.2	A:e
USGS	11224000	2013-02-24	31.2	A:e
USGS	11224000	2013-02-25	31.3	A:e
USGS	11224000	2013-02-26	31.3	A:e
USGS	11224000	2013-02-27	32.0	A:e
USGS	11224000	2013-02-28	32.2	A:e
USGS	11224000	2013-03-01	32.7	A:e
USGS	11224000	2013-03-02	33.5	A
USGS	11224000	2013-03-03	33.3	A:e
USGS	11224000	2013-03-04	33.7	A:e
USGS	11224000	2013-03-05	33.8	A:e
USGS	11224000	2013-03-06	33.0	A:e
USGS	11224000	2013-03-07	32.5	A:e
USGS	11224000	2013-03-08	32.1	A:e
USGS	11224000	2013-03-09	32.0	A:e
USGS	11224000	2013-03-10	33.8	A:e
USGS	11224000	2013-03-11	41.7	A
USGS	11224000	2013-03-12	50.7	A
USGS	11224000	2013-03-13	69.8	A
USGS	11224000	2013-03-14	91.2	A
USGS	11224000	2013-03-15	97.0	A
USGS	11224000	2013-03-16	97.3	A
USGS	11224000	2013-03-17	101	A
USGS	11224000	2013-03-18	97.0	A
USGS	11224000	2013-03-19	99.2	A
USGS	11224000	2013-03-20	104	A
USGS	11224000	2013-03-21	89.9	A
USGS	11224000	2013-03-22	88.7	A
USGS	11224000	2013-03-23	86.4	A
USGS	11224000	2013-03-24	94.4	A
USGS	11224000	2013-03-25	106	A
USGS	11224000	2013-03-26	98.1	A
USGS	11224000	2013-03-27	88.6	A
USGS	11224000	2013-03-28	91.2	A
USGS	11224000	2013-03-29	97.4	A
USGS	11224000	2013-03-30	113	A
USGS	11224000	2013-03-31	122	A
USGS	11224000	2013-04-01	112	A
USGS	11224000	2013-04-02	109	A
USGS	11224000	2013-04-03	130	A
USGS	11224000	2013-04-04	152	A
USGS	11224000	2013-04-05	140	A
USGS	11224000	2013-04-06	141	A
USGS	11224000	2013-04-07	156	A
USGS	11224000	2013-04-08	157	A
USGS	11224000	2013-04-09	119	A
USGS	11224000	2013-04-10	109	A
USGS	11224000	2013-04-11	132	A
USGS	11224000	2013-04-12	171	A
USGS	11224000	2013-04-13	207	A
USGS	11224000	2013-04-14	240	A
USGS	11224000	2013-04-15	226	A
USGS	11224000	2013-04-16	170	A
USGS	11224000	2013-04-17	136	A
USGS	11224000	2013-04-18	120	A
USGS	11224000	2013-04-19	125	A
USGS	11224000	2013-04-20	155	A
USGS	11224000	2013-04-21	217	A
USGS	11224000	2013-04-22	297	A
USGS	11224000	2013-04-23	332	A
USGS	11224000	2013-04-24	316	A
USGS	11224000	2013-04-25	293	A
USGS	11224000	2013-04-26	315	A
USGS	11224000	2013-04-27	341	A
USGS	11224000	2013-04-28	393	A
USGS	11224000	2013-04-29	439	A
USGS	11224000	2013-04-30	487	A
USGS	11224000	2013-05-01	453	A
USGS	11224000	2013-05-02	345	A
USGS	11224000	2013-05-03	348	A
USGS	11224000	2013-05-04	350	A
USGS	11224000	2013-05-05	280	A
USGS	11224000	2013-05-06	256	A
USGS	11224000	2013-05-07	216	A
USGS	11224000	2013-05-08	192	A
USGS	11224000	2013-05-09	197	A
USGS	11224000	2013-05-10	242	A
USGS	11224000	2013-05-11	336	A
USGS	11224000	2013-05-12	439	A
USGS	11224000	2013-05-13	508	A
USGS	11224000	2013-05-14	489	A
USGS	11224000	2013-05-15	441	A
USGS	11224000	2013-05-16	397	A
USGS	11224000	2013-05-17	292	A
USGS	11224000	2013-05-18	248	A
USGS	11224000	2013-05-19	250	A
USGS	11224000	2013-05-20	265	A
USGS	11224000	2013-05-21	295	A
USGS	11224000	2013-05-22	296	A
USGS	11224000	2013-05-23	231	A
USGS	11224000	2013-05-24	191	A
