# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2022-02-23 17:29:15 EST       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 11264500 MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA
# -----------------------------------------------------------------------------------
#
# Data provided for site 11264500
#            TS   parameter     statistic     Description
#        234297       00010     00003     Temperature, water, degrees Celsius (Mean)
#          9529       00010     00001     Temperature, water, degrees Celsius (Maximum)
#          9530       00010     00002     Temperature, water, degrees Celsius (Minimum)
#          9531       00010     00008     Temperature, water, degrees Celsius (Median)
#          9532       00060     00003     Discharge, cubic feet per second (Mean)
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
#     4  Statistic computed from less than expected number of instantaneous values for the period
# 
agency_cd	site_no	datetime	234297_00010_00003	234297_00010_00003_cd	9529_00010_00001	9529_00010_00001_cd	9530_00010_00002	9530_00010_00002_cd	9531_00010_00008	9531_00010_00008_cd	9532_00060_00003	9532_00060_00003_cd
USGS	11264500	1922-02-14									56.0	A
USGS	11264500	1922-02-15									63.0	A
USGS	11264500	1922-02-16									91.0	A
USGS	11264500	1922-02-17									79.0	A
USGS	11264500	1922-02-18									71.0	A
USGS	11264500	1922-02-19									67.0	A
USGS	11264500	1922-02-20									64.0	A
USGS	11264500	1922-02-21									64.0	A
USGS	11264500	1922-02-22									62.0	A
USGS	11264500	1922-02-23									62.0	A
USGS	11264500	1922-02-24									59.0	A
USGS	11264500	1922-02-25									57.0	A
USGS	11264500	1922-02-26									56.0	A
USGS	11264500	1922-02-27									53.0	A
USGS	11264500	1922-02-28									53.0	A
USGS	11264500	1922-03-01									52.0	A
USGS	11264500	1922-03-02									55.0	A
USGS	11264500	1922-03-03									50.0	A
USGS	11264500	1922-03-04									49.0	A
USGS	11264500	1922-03-05									45.0	A
USGS	11264500	1922-03-06									46.0	A
USGS	11264500	1922-03-07									51.0	A
USGS	11264500	1922-03-08									50.0	A
USGS	11264500	1922-03-09									53.0	A
USGS	11264500	1922-03-10									55.0	A
USGS	11264500	1922-03-11									56.0	A
USGS	11264500	1922-03-12									58.0	A
USGS	11264500	1922-03-13									58.0	A
USGS	11264500	1922-03-14									65.0	A
USGS	11264500	1922-03-15									78.0	A
USGS	11264500	1922-03-16									77.0	A
USGS	11264500	1922-03-17									79.0	A
USGS	11264500	1922-03-18									78.0	A
USGS	11264500	1922-03-19									87.0	A
USGS	11264500	1922-03-20									102	A
USGS	11264500	1922-03-21									116	A
USGS	11264500	1922-03-22									126	A
USGS	11264500	1922-03-23									129	A
USGS	11264500	1922-03-24									126	A
USGS	11264500	1922-03-25									149	A
USGS	11264500	1922-03-26									154	A
USGS	11264500	1922-03-27									140	A
USGS	11264500	1922-03-28									142	A
USGS	11264500	1922-03-29									142	A
USGS	11264500	1922-03-30									144	A
USGS	11264500	1922-03-31									151	A
USGS	11264500	1922-04-01									140	A
USGS	11264500	1922-04-02									144	A
USGS	11264500	1922-04-03									198	A
USGS	11264500	1922-04-04									256	A
USGS	11264500	1922-04-05									209	A
USGS	11264500	1922-04-06									186	A
USGS	11264500	1922-04-07									198	A
USGS	11264500	1922-04-08									230	A
USGS	11264500	1922-04-09									196	A
USGS	11264500	1922-04-10									188	A
USGS	11264500	1922-04-11									188	A
USGS	11264500	1922-04-12									174	A
USGS	11264500	1922-04-13									158	A
USGS	11264500	1922-04-14									156	A
USGS	11264500	1922-04-15									149	A
USGS	11264500	1922-04-16									142	A
USGS	11264500	1922-04-17									135	A
USGS	11264500	1922-04-18									144	A
USGS	11264500	1922-04-19									188	A
USGS	11264500	1922-04-20									272	A
USGS	11264500	1922-04-21									352	A
USGS	11264500	1922-04-22									404	A
USGS	11264500	1922-04-23									518	A
USGS	11264500	1922-04-24									544	A
USGS	11264500	1922-04-25									508	A
USGS	11264500	1922-04-26									630	A
USGS	11264500	1922-04-27									675	A
USGS	11264500	1922-04-28									734	A
USGS	11264500	1922-04-29									795	A
USGS	11264500	1922-04-30									795	A
USGS	11264500	1922-05-01									850	A
USGS	11264500	1922-05-02									940	A
USGS	11264500	1922-05-03									1040	A
USGS	11264500	1922-05-04									1200	A
USGS	11264500	1922-05-05									1540	A
USGS	11264500	1922-05-06									2050	A
USGS	11264500	1922-05-07									2050	A
USGS	11264500	1922-05-08									1700	A
USGS	11264500	1922-05-09									1170	A
USGS	11264500	1922-05-10									910	A
USGS	11264500	1922-05-11									778	A
USGS	11264500	1922-05-12									868	A
USGS	11264500	1922-05-13									1200	A
USGS	11264500	1922-05-14									1580	A
USGS	11264500	1922-05-15									1740	A
USGS	11264500	1922-05-16									1660	A
USGS	11264500	1922-05-17									2000	A
USGS	11264500	1922-05-18									2140	A
USGS	11264500	1922-05-19									1960	A
USGS	11264500	1922-05-20									1460	A
USGS	11264500	1922-05-21									1380	A
USGS	11264500	1922-05-22									1700	A
USGS	11264500	1922-05-23									2190	A
USGS	11264500	1922-05-24									2520	A
USGS	11264500	1922-05-25									2240	A
USGS	11264500	1922-05-26									1700	A
USGS	11264500	1922-05-27									2050	A
USGS	11264500	1922-05-28									2240	A
USGS	11264500	1922-05-29									2330	A
USGS	11264500	1922-05-30									2570	A
USGS	11264500	1922-05-31									2570	A
USGS	11264500	1922-06-01									2420	A
USGS	11264500	1922-06-02									2620	A
USGS	11264500	1922-06-03									2820	A
USGS	11264500	1922-06-04									2820	A
USGS	11264500	1922-06-05									2820	A
USGS	11264500	1922-06-06									2620	A
USGS	11264500	1922-06-07									2570	A
USGS	11264500	1922-06-08									2380	A
USGS	11264500	1922-06-09									2100	A
USGS	11264500	1922-06-10									1830	A
USGS	11264500	1922-06-11									1920	A
USGS	11264500	1922-06-12									2000	A
USGS	11264500	1922-06-13									1780	A
USGS	11264500	1922-06-14									1700	A
USGS	11264500	1922-06-15									2050	A
USGS	11264500	1922-06-16									2280	A
USGS	11264500	1922-06-17									2280	A
USGS	11264500	1922-06-18									2240	A
USGS	11264500	1922-06-19									2240	A
USGS	11264500	1922-06-20									2280	A
USGS	11264500	1922-06-21									2050	A
USGS	11264500	1922-06-22									1920	A
USGS	11264500	1922-06-23									1780	A
USGS	11264500	1922-06-24									1740	A
USGS	11264500	1922-06-25									1780	A
USGS	11264500	1922-06-26									1920	A
USGS	11264500	1922-06-27									1920	A
USGS	11264500	1922-06-28									1920	A
USGS	11264500	1922-06-29									1580	A
USGS	11264500	1922-06-30									1500	A
USGS	11264500	1922-07-01									1460	A
USGS	11264500	1922-07-02									1380	A
USGS	11264500	1922-07-03									1240	A
USGS	11264500	1922-07-04									1310	A
USGS	11264500	1922-07-05									1350	A
USGS	11264500	1922-07-06									1200	A
USGS	11264500	1922-07-07									1070	A
USGS	11264500	1922-07-08									970	A
USGS	11264500	1922-07-09									904	A
USGS	11264500	1922-07-10									724	A
USGS	11264500	1922-07-11									718	A
USGS	11264500	1922-07-12									702	A
USGS	11264500	1922-07-13									696	A
USGS	11264500	1922-07-14									655	A
USGS	11264500	1922-07-15									635	A
USGS	11264500	1922-07-16									640	A
USGS	11264500	1922-07-17									567	A
USGS	11264500	1922-07-18									567	A
USGS	11264500	1922-07-19									892	A
USGS	11264500	1922-07-20									1000	A
USGS	11264500	1922-07-21									660	A
USGS	11264500	1922-07-22									455	A
USGS	11264500	1922-07-23									388	A
USGS	11264500	1922-07-24									337	A
USGS	11264500	1922-07-25									300	A
USGS	11264500	1922-07-26									280	A
USGS	11264500	1922-07-27									272	A
USGS	11264500	1922-07-28									264	A
USGS	11264500	1922-07-29									259	A
USGS	11264500	1922-07-30									272	A
USGS	11264500	1922-07-31									294	A
USGS	11264500	1922-08-01									311	A
USGS	11264500	1922-08-02									303	A
USGS	11264500	1922-08-03									289	A
USGS	11264500	1922-08-04									256	A
USGS	11264500	1922-08-05									223	A
USGS	11264500	1922-08-06									198	A
USGS	11264500	1922-08-07									194	A
USGS	11264500	1922-08-08									194	A
USGS	11264500	1922-08-09									186	A
USGS	11264500	1922-08-10									172	A
USGS	11264500	1922-08-11									158	A
USGS	11264500	1922-08-12									149	A
USGS	11264500	1922-08-13									136	A
USGS	11264500	1922-08-14									124	A
USGS	11264500	1922-08-15									116	A
USGS	11264500	1922-08-16									108	A
USGS	11264500	1922-08-17									96.0	A
USGS	11264500	1922-08-18									90.0	A
USGS	11264500	1922-08-19									91.0	A
USGS	11264500	1922-08-20									91.0	A
USGS	11264500	1922-08-21									84.0	A
USGS	11264500	1922-08-22									79.0	A
USGS	11264500	1922-08-23									70.0	A
USGS	11264500	1922-08-24									66.0	A
USGS	11264500	1922-08-25									60.0	A
USGS	11264500	1922-08-26									66.0	A
USGS	11264500	1922-08-27									72.0	A
USGS	11264500	1922-08-28									78.0	A
USGS	11264500	1922-08-29									127	A
USGS	11264500	1922-08-30									127	A
USGS	11264500	1922-08-31									117	A
USGS	11264500	1922-09-01									97.0	A
USGS	11264500	1922-09-02									81.0	A
USGS	11264500	1922-09-03									74.0	A
USGS	11264500	1922-09-04									66.0	A
USGS	11264500	1922-09-05									60.0	A
USGS	11264500	1922-09-06									56.0	A
USGS	11264500	1922-09-07									52.0	A
USGS	11264500	1922-09-08									49.0	A
USGS	11264500	1922-09-09									43.0	A
USGS	11264500	1922-09-10									39.0	A
USGS	11264500	1922-09-11									38.0	A
USGS	11264500	1922-09-12									37.0	A
USGS	11264500	1922-09-13									36.0	A
USGS	11264500	1922-09-14									35.0	A
USGS	11264500	1922-09-15									35.0	A
USGS	11264500	1922-09-16									34.0	A
USGS	11264500	1922-09-17									34.0	A
USGS	11264500	1922-09-18									34.0	A
USGS	11264500	1922-09-19									33.0	A
USGS	11264500	1922-09-20									32.0	A
USGS	11264500	1922-09-21									31.0	A
USGS	11264500	1922-09-22									30.0	A
USGS	11264500	1922-09-23									29.0	A
USGS	11264500	1922-09-24									28.0	A
USGS	11264500	1922-09-25									28.0	A
USGS	11264500	1922-09-26									27.0	A
USGS	11264500	1922-09-27									25.0	A
USGS	11264500	1922-09-28									24.0	A
USGS	11264500	1922-09-29									24.0	A
USGS	11264500	1922-09-30									23.0	A
USGS	11264500	1922-10-01									23.0	A
USGS	11264500	1922-10-02									25.0	A
USGS	11264500	1922-10-03									29.0	A
USGS	11264500	1922-10-04									33.0	A
USGS	11264500	1922-10-05									31.0	A
USGS	11264500	1922-10-06									29.0	A
USGS	11264500	1922-10-07									28.0	A
USGS	11264500	1922-10-08									28.0	A
USGS	11264500	1922-10-09									26.0	A
USGS	11264500	1922-10-10									24.0	A
USGS	11264500	1922-10-11									23.0	A
USGS	11264500	1922-10-12									23.0	A
USGS	11264500	1922-10-13									24.0	A
USGS	11264500	1922-10-14									24.0	A
USGS	11264500	1922-10-15									24.0	A
USGS	11264500	1922-10-16									24.0	A
USGS	11264500	1922-10-17									22.0	A
USGS	11264500	1922-10-18									21.0	A
USGS	11264500	1922-10-19									20.0	A
USGS	11264500	1922-10-20									19.0	A
USGS	11264500	1922-10-21									20.0	A
USGS	11264500	1922-10-22									19.0	A
USGS	11264500	1922-10-23									19.0	A
USGS	11264500	1922-10-24									18.0	A
USGS	11264500	1922-10-25									18.0	A
USGS	11264500	1922-10-26									18.0	A
USGS	11264500	1922-10-27									20.0	A
USGS	11264500	1922-10-28									21.0	A
USGS	11264500	1922-10-29									18.0	A
USGS	11264500	1922-10-30									17.0	A
USGS	11264500	1922-10-31									18.0	A
USGS	11264500	1922-11-01									18.0	A
USGS	11264500	1922-11-02									17.0	A
USGS	11264500	1922-11-03									16.0	A
USGS	11264500	1922-11-04									16.0	A
USGS	11264500	1922-11-05									17.0	A
USGS	11264500	1922-11-06									18.0	A
USGS	11264500	1922-11-07									22.0	A
USGS	11264500	1922-11-08									35.0	A
USGS	11264500	1922-11-09									33.0	A
USGS	11264500	1922-11-10									36.0	A
USGS	11264500	1922-11-11									32.0	A
USGS	11264500	1922-11-12									37.0	A
USGS	11264500	1922-11-13									47.0	A
USGS	11264500	1922-11-14									50.0	A
USGS	11264500	1922-11-15									53.0	A
USGS	11264500	1922-11-16									53.0	A
USGS	11264500	1922-11-17									53.0	A
USGS	11264500	1922-11-18									53.0	A
USGS	11264500	1922-11-19									52.0	A
USGS	11264500	1922-11-20									50.0	A
USGS	11264500	1922-11-21									49.0	A
USGS	11264500	1922-11-22									47.0	A
USGS	11264500	1922-11-23									46.0	A
USGS	11264500	1922-11-24									45.0	A
USGS	11264500	1922-11-25									43.0	A
USGS	11264500	1922-11-26									42.0	A
USGS	11264500	1922-11-27									43.0	A
USGS	11264500	1922-11-28									44.0	A
USGS	11264500	1922-11-29									42.0	A
USGS	11264500	1922-11-30									40.0	A
USGS	11264500	1922-12-01									38.0	A
USGS	11264500	1922-12-02									37.0	A
USGS	11264500	1922-12-03									37.0	A
USGS	11264500	1922-12-04									34.0	A
USGS	11264500	1922-12-05									35.0	A
USGS	11264500	1922-12-06									42.0	A
USGS	11264500	1922-12-07									42.0	A
USGS	11264500	1922-12-08									41.0	A
USGS	11264500	1922-12-09									47.0	A
USGS	11264500	1922-12-10									55.0	A
USGS	11264500	1922-12-11									64.0	A
USGS	11264500	1922-12-12									76.0	A
USGS	11264500	1922-12-13									98.0	A
USGS	11264500	1922-12-14									96.0	A
USGS	11264500	1922-12-15									88.0	A
USGS	11264500	1922-12-16									83.0	A
USGS	11264500	1922-12-17									83.0	A
USGS	11264500	1922-12-18									78.0	A
USGS	11264500	1922-12-19									78.0	A
USGS	11264500	1922-12-20									78.0	A
USGS	11264500	1922-12-21									78.0	A
USGS	11264500	1922-12-22									81.0	A
USGS	11264500	1922-12-23									83.0	A
USGS	11264500	1922-12-24									83.0	A
USGS	11264500	1922-12-25									86.0	A
USGS	11264500	1922-12-26									82.0	A
USGS	11264500	1922-12-27									78.0	A
USGS	11264500	1922-12-28									81.0	A
USGS	11264500	1922-12-29									78.0	A
USGS	11264500	1922-12-30									83.0	A
USGS	11264500	1922-12-31									86.0	A
USGS	11264500	1923-01-01									73.0	A
USGS	11264500	1923-01-02									78.0	A
USGS	11264500	1923-01-03									76.0	A
USGS	11264500	1923-01-04									74.0	A
USGS	11264500	1923-01-05									73.0	A
USGS	11264500	1923-01-06									74.0	A
USGS	11264500	1923-01-07									75.0	A
USGS	11264500	1923-01-08									76.0	A
USGS	11264500	1923-01-09									78.0	A
USGS	11264500	1923-01-10									78.0	A
USGS	11264500	1923-01-11									77.0	A
USGS	11264500	1923-01-12									68.0	A
USGS	11264500	1923-01-13									66.0	A
USGS	11264500	1923-01-14									72.0	A
USGS	11264500	1923-01-15									66.0	A
USGS	11264500	1923-01-16									67.0	A
USGS	11264500	1923-01-17									84.0	A
USGS	11264500	1923-01-18									82.0	A
USGS	11264500	1923-01-19									79.0	A
USGS	11264500	1923-01-20									78.0	A
USGS	11264500	1923-01-21									68.0	A
USGS	11264500	1923-01-22									76.0	A
USGS	11264500	1923-01-23									78.0	A
USGS	11264500	1923-01-24									78.0	A
USGS	11264500	1923-01-25									91.0	A
USGS	11264500	1923-01-26									84.0	A
USGS	11264500	1923-01-27									97.0	A
USGS	11264500	1923-01-28									86.0	A
USGS	11264500	1923-01-29									88.0	A
USGS	11264500	1923-01-30									97.0	A
USGS	11264500	1923-01-31									108	A
USGS	11264500	1923-02-01									117	A
USGS	11264500	1923-02-02									127	A
USGS	11264500	1923-02-03									119	A
USGS	11264500	1923-02-04									91.0	A
USGS	11264500	1923-02-05									72.0	A
USGS	11264500	1923-02-06									72.0	A
USGS	11264500	1923-02-07									72.0	A
USGS	11264500	1923-02-08									73.0	A
USGS	11264500	1923-02-09									78.0	A
USGS	11264500	1923-02-10									88.0	A
USGS	11264500	1923-02-11									65.0	A
USGS	11264500	1923-02-12									60.0	A
USGS	11264500	1923-02-13									60.0	A
USGS	11264500	1923-02-14									64.0	A
USGS	11264500	1923-02-15									65.0	A
USGS	11264500	1923-02-16									67.0	A
USGS	11264500	1923-02-17									66.0	A
USGS	11264500	1923-02-18									74.0	A
USGS	11264500	1923-02-19									78.0	A
USGS	11264500	1923-02-20									79.0	A
USGS	11264500	1923-02-21									79.0	A
USGS	11264500	1923-02-22									84.0	A
USGS	11264500	1923-02-23									91.0	A
USGS	11264500	1923-02-24									92.0	A
USGS	11264500	1923-02-25									103	A
USGS	11264500	1923-02-26									103	A
USGS	11264500	1923-02-27									98.0	A
USGS	11264500	1923-02-28									97.0	A
USGS	11264500	1923-03-01									103	A
USGS	11264500	1923-03-02									100	A
USGS	11264500	1923-03-03									98.0	A
USGS	11264500	1923-03-04									88.0	A
USGS	11264500	1923-03-05									90.0	A
USGS	11264500	1923-03-06									91.0	A
USGS	11264500	1923-03-07									92.0	A
USGS	11264500	1923-03-08									94.0	A
USGS	11264500	1923-03-09									91.0	A
USGS	11264500	1923-03-10									91.0	A
USGS	11264500	1923-03-11									96.0	A
USGS	11264500	1923-03-12									100	A
USGS	11264500	1923-03-13									100	A
USGS	11264500	1923-03-14									104	A
USGS	11264500	1923-03-15									109	A
USGS	11264500	1923-03-16									114	A
USGS	11264500	1923-03-17									119	A
USGS	11264500	1923-03-18									136	A
USGS	11264500	1923-03-19									166	A
USGS	11264500	1923-03-20									202	A
USGS	11264500	1923-03-21									200	A
USGS	11264500	1923-03-22									190	A
USGS	11264500	1923-03-23									202	A
USGS	11264500	1923-03-24									225	A
USGS	11264500	1923-03-25									246	A
USGS	11264500	1923-03-26									251	A
USGS	11264500	1923-03-27									272	A
USGS	11264500	1923-03-28									280	A
USGS	11264500	1923-03-29									297	A
USGS	11264500	1923-03-30									297	A
USGS	11264500	1923-03-31									317	A
USGS	11264500	1923-04-01									275	A
USGS	11264500	1923-04-02									246	A
USGS	11264500	1923-04-03									233	A
USGS	11264500	1923-04-04									233	A
USGS	11264500	1923-04-05									300	A
USGS	11264500	1923-04-06									388	A
USGS	11264500	1923-04-07									306	A
USGS	11264500	1923-04-08									294	A
USGS	11264500	1923-04-09									314	A
USGS	11264500	1923-04-10									373	A
USGS	11264500	1923-04-11									376	A
USGS	11264500	1923-04-12									455	A
USGS	11264500	1923-04-13									495	A
USGS	11264500	1923-04-14									540	A
USGS	11264500	1923-04-15									610	A
USGS	11264500	1923-04-16									712	A
USGS	11264500	1923-04-17									675	A
USGS	11264500	1923-04-18									536	A
USGS	11264500	1923-04-19									504	A
USGS	11264500	1923-04-20									531	A
USGS	11264500	1923-04-21									475	A
USGS	11264500	1923-04-22									407	A
USGS	11264500	1923-04-23									361	A
USGS	11264500	1923-04-24									334	A
USGS	11264500	1923-04-25									325	A
USGS	11264500	1923-04-26									325	A
USGS	11264500	1923-04-27									331	A
USGS	11264500	1923-04-28									385	A
USGS	11264500	1923-04-29									420	A
USGS	11264500	1923-04-30									424	A
USGS	11264500	1923-05-01									522	A
USGS	11264500	1923-05-02									680	A
USGS	11264500	1923-05-03									762	A
USGS	11264500	1923-05-04									856	A
USGS	11264500	1923-05-05									1100	A
USGS	11264500	1923-05-06									1280	A
USGS	11264500	1923-05-07									1460	A
USGS	11264500	1923-05-08									1620	A
USGS	11264500	1923-05-09									1780	A
USGS	11264500	1923-05-10									1740	A
USGS	11264500	1923-05-11									1620	A
USGS	11264500	1923-05-12									1580	A
USGS	11264500	1923-05-13									1580	A
USGS	11264500	1923-05-14									1620	A
USGS	11264500	1923-05-15									1870	A
USGS	11264500	1923-05-16									2100	A
USGS	11264500	1923-05-17									2000	A
USGS	11264500	1923-05-18									1870	A
USGS	11264500	1923-05-19									1700	A
USGS	11264500	1923-05-20									1540	A
USGS	11264500	1923-05-21									1240	A
USGS	11264500	1923-05-22									1350	A
USGS	11264500	1923-05-23									1740	A
USGS	11264500	1923-05-24									2050	A
USGS	11264500	1923-05-25									2050	A
USGS	11264500	1923-05-26									1580	A
USGS	11264500	1923-05-27									1380	A
USGS	11264500	1923-05-28									1240	A
USGS	11264500	1923-05-29									1070	A
USGS	11264500	1923-05-30									946	A
USGS	11264500	1923-05-31									795	A
USGS	11264500	1923-06-01									696	A
USGS	11264500	1923-06-02									645	A
USGS	11264500	1923-06-03									729	A
USGS	11264500	1923-06-04									839	A
USGS	11264500	1923-06-05									1000	A
USGS	11264500	1923-06-06									1140	A
USGS	11264500	1923-06-07									1170	A
USGS	11264500	1923-06-08									1350	A
USGS	11264500	1923-06-09									1780	A
USGS	11264500	1923-06-10									2240	A
USGS	11264500	1923-06-11									2330	A
USGS	11264500	1923-06-12									1920	A
USGS	11264500	1923-06-13									1310	A
USGS	11264500	1923-06-14									1170	A
USGS	11264500	1923-06-15									1040	A
USGS	11264500	1923-06-16									880	A
USGS	11264500	1923-06-17									795	A
USGS	11264500	1923-06-18									795	A
USGS	11264500	1923-06-19									740	A
USGS	11264500	1923-06-20									822	A
USGS	11264500	1923-06-21									880	A
USGS	11264500	1923-06-22									795	A
USGS	11264500	1923-06-23									850	A
USGS	11264500	1923-06-24									940	A
USGS	11264500	1923-06-25									940	A
USGS	11264500	1923-06-26									940	A
USGS	11264500	1923-06-27									1100	A
USGS	11264500	1923-06-28									1200	A
USGS	11264500	1923-06-29									1200	A
USGS	11264500	1923-06-30									1280	A
USGS	11264500	1923-07-01									1350	A
USGS	11264500	1923-07-02									1380	A
USGS	11264500	1923-07-03									1200	A
USGS	11264500	1923-07-04									1100	A
USGS	11264500	1923-07-05									1040	A
USGS	11264500	1923-07-06									1000	A
USGS	11264500	1923-07-07									850	A
USGS	11264500	1923-07-08									768	A
USGS	11264500	1923-07-09									675	A
USGS	11264500	1923-07-10									675	A
USGS	11264500	1923-07-11									615	A
USGS	11264500	1923-07-12									526	A
USGS	11264500	1923-07-13									522	A
USGS	11264500	1923-07-14									558	A
USGS	11264500	1923-07-15									554	A
USGS	11264500	1923-07-16									526	A
USGS	11264500	1923-07-17									407	A
USGS	11264500	1923-07-18									352	A
USGS	11264500	1923-07-19									320	A
USGS	11264500	1923-07-20									292	A
USGS	11264500	1923-07-21									292	A
USGS	11264500	1923-07-22									343	A
USGS	11264500	1923-07-23									370	A
USGS	11264500	1923-07-24									331	A
USGS	11264500	1923-07-25									306	A
USGS	11264500	1923-07-26									289	A
USGS	11264500	1923-07-27									300	A
USGS	11264500	1923-07-28									286	A
USGS	11264500	1923-07-29									314	A
USGS	11264500	1923-07-30									317	A
USGS	11264500	1923-07-31									272	A
USGS	11264500	1923-08-01									246	A
USGS	11264500	1923-08-02									216	A
USGS	11264500	1923-08-03									186	A
USGS	11264500	1923-08-04									158	A
USGS	11264500	1923-08-05									140	A
USGS	11264500	1923-08-06									126	A
USGS	11264500	1923-08-07									116	A
USGS	11264500	1923-08-08									106	A
USGS	11264500	1923-08-09									98.0	A
USGS	11264500	1923-08-10									96.0	A
USGS	11264500	1923-08-11									91.0	A
USGS	11264500	1923-08-12									98.0	A
USGS	11264500	1923-08-13									147	A
USGS	11264500	1923-08-14									158	A
USGS	11264500	1923-08-15									138	A
USGS	11264500	1923-08-16									129	A
USGS	11264500	1923-08-17									178	A
USGS	11264500	1923-08-18									158	A
USGS	11264500	1923-08-19									120	A
USGS	11264500	1923-08-20									106	A
USGS	11264500	1923-08-21									91.0	A
USGS	11264500	1923-08-22									83.0	A
USGS	11264500	1923-08-23									76.0	A
USGS	11264500	1923-08-24									71.0	A
USGS	11264500	1923-08-25									68.0	A
USGS	11264500	1923-08-26									66.0	A
USGS	11264500	1923-08-27									78.0	A
USGS	11264500	1923-08-28									71.0	A
USGS	11264500	1923-08-29									68.0	A
USGS	11264500	1923-08-30									77.0	A
USGS	11264500	1923-08-31									77.0	A
USGS	11264500	1923-09-01									77.0	A
USGS	11264500	1923-09-02									79.0	A
USGS	11264500	1923-09-03									78.0	A
USGS	11264500	1923-09-04									77.0	A
USGS	11264500	1923-09-05									71.0	A
USGS	11264500	1923-09-06									71.0	A
USGS	11264500	1923-09-07									67.0	A
USGS	11264500	1923-09-08									65.0	A
USGS	11264500	1923-09-09									63.0	A
USGS	11264500	1923-09-10									58.0	A
USGS	11264500	1923-09-11									55.0	A
USGS	11264500	1923-09-12									59.0	A
USGS	11264500	1923-09-13									71.0	A
USGS	11264500	1923-09-14									131	A
USGS	11264500	1923-09-15									131	A
USGS	11264500	1923-09-16									106	A
USGS	11264500	1923-09-17									83.0	A
USGS	11264500	1923-09-18									72.0	A
USGS	11264500	1923-09-19									62.0	A
USGS	11264500	1923-09-20									55.0	A
USGS	11264500	1923-09-21									49.0	A
USGS	11264500	1923-09-22									57.0	A
USGS	11264500	1923-09-23									65.0	A
USGS	11264500	1923-09-24									58.0	A
USGS	11264500	1923-09-25									70.0	A
USGS	11264500	1923-09-26									151	A
USGS	11264500	1923-09-27									133	A
USGS	11264500	1923-09-28									138	A
USGS	11264500	1923-09-29									151	A
USGS	11264500	1923-09-30									147	A
USGS	11264500	1923-10-01									134	A
USGS	11264500	1923-10-02									127	A
USGS	11264500	1923-10-03									120	A
USGS	11264500	1923-10-04									112	A
USGS	11264500	1923-10-05									104	A
USGS	11264500	1923-10-06									96.0	A
USGS	11264500	1923-10-07									136	A
USGS	11264500	1923-10-08									132	A
USGS	11264500	1923-10-09									144	A
USGS	11264500	1923-10-10									136	A
USGS	11264500	1923-10-11									136	A
USGS	11264500	1923-10-12									132	A
USGS	11264500	1923-10-13									116	A
USGS	11264500	1923-10-14									100	A
USGS	11264500	1923-10-15									86.0	A
USGS	11264500	1923-10-16									80.0	A
USGS	11264500	1923-10-17									105	A
USGS	11264500	1923-10-18									105	A
USGS	11264500	1923-10-19									89.0	A
USGS	11264500	1923-10-20									80.0	A
USGS	11264500	1923-10-21									72.0	A
USGS	11264500	1923-10-22									67.0	A
USGS	11264500	1923-10-23									65.0	A
USGS	11264500	1923-10-24									56.0	A
USGS	11264500	1923-10-25									53.0	A
USGS	11264500	1923-10-26									49.0	A
USGS	11264500	1923-10-27									47.0	A
USGS	11264500	1923-10-28									46.0	A
USGS	11264500	1923-10-29									42.0	A
USGS	11264500	1923-10-30									38.0	A
USGS	11264500	1923-10-31									41.0	A
USGS	11264500	1923-11-01									45.0	A
USGS	11264500	1923-11-02									46.0	A
USGS	11264500	1923-11-03									46.0	A
USGS	11264500	1923-11-04									46.0	A
USGS	11264500	1923-11-05									44.0	A
USGS	11264500	1923-11-06									42.0	A
USGS	11264500	1923-11-07									38.0	A
USGS	11264500	1923-11-08									43.0	A
USGS	11264500	1923-11-09									46.0	A
USGS	11264500	1923-11-10									50.0	A
USGS	11264500	1923-11-11									58.0	A
USGS	11264500	1923-11-12									54.0	A
USGS	11264500	1923-11-13									57.0	A
USGS	11264500	1923-11-14									56.0	A
USGS	11264500	1923-11-15									52.0	A
USGS	11264500	1923-11-16									45.0	A
USGS	11264500	1923-11-17									42.0	A
USGS	11264500	1923-11-18									40.0	A
USGS	11264500	1923-11-19									40.0	A
USGS	11264500	1923-11-20									38.0	A
USGS	11264500	1923-11-21									36.0	A
USGS	11264500	1923-11-22									34.0	A
USGS	11264500	1923-11-23									35.0	A
USGS	11264500	1923-11-24									35.0	A
USGS	11264500	1923-11-25									31.0	A
USGS	11264500	1923-11-26									29.0	A
USGS	11264500	1923-11-27									26.0	A
USGS	11264500	1923-11-28									25.0	A
USGS	11264500	1923-11-29									24.0	A
USGS	11264500	1923-11-30									25.0	A
USGS	11264500	1923-12-01									28.0	A
